Shop,Address,Name_product,Name_product_en,Price,Description,Description_en,Tag_en,Tag,URL_images
dmewmapcraft,Thành phố Hồ Chí Minh,"MÔ HÌNH MINI VỊT CHÁN ĐỜI - DECOR, TRANG TRÍ BÀN LÀM VIỆC NHÌN CHO CÓ ĐỘNG LỰC LÀM","Miniature bored duck model - Decor, desk decoration MOTIVATIONAL SIGHTS",17556,"MÔ HÌNH MINI VỊT CHÁN ĐỜI - DECOR, TRANG TRÍ BÀN LÀM VIỆC NHÌN CHO CÓ ĐỘNG LỰC LÀM","Miniature bored duck model - Decor, desk decoration MOTIVATIONAL SIGHTS",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlqmhqzsxudg9c
dmewmapcraft,Thành phố Hồ Chí Minh,"MÔ HÌNH MINI CAPYBARA FEAT BÁNH NGỌT - TRANG TRÍ TIỂU CẢNH, DECOR BÀN LÀM VIỆC","MINI CAPYBARA FEATURING SWEET CAKE MODEL - MINIATURE DECORATION, DESK DECOR",12333,"MÔ HÌNH MINI CAPYBARA FEAT BÁNH NGỌT - TRANG TRÍ TIỂU CẢNH, DECOR BÀN LÀM VIỆC","MINI CAPYBARA FEATURING SWEET CAKE MODEL - MINIATURE DECORATION, DESK DECOR",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmhwsav1ciz3f7
dmewmapcraft,Thành phố Hồ Chí Minh,MÔ HÌNH VỊT HƯỞNG THỤ CỘT SỐNG MINI - DECOR GÓC LÀM VIỆC CỰC DỄ THƯƠNG,MINI DUCK MODEL WITH A RELAXING SPINE - CUTE WORKSPACE DECOR,20998,MÔ HÌNH VỊT HƯỞNG THỤ CỘT SỐNG MINI - DECOR GÓC LÀM VIỆC CỰC DỄ THƯƠNG,MINI DUCK MODEL WITH A RELAXING SPINE - CUTE WORKSPACE DECOR,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjfx3e2di6tc1e
TAYTA Group,Tỉnh Tây Ninh,"Đồ chơi lắp ghép Mô hình giấy 3D Lăng Bác - Bộ Lắp Ghép DIY Handmade Trang Trí, Sưu Tầm TAYTA","3D Paper Model of Ho Chi Minh Mausoleum - DIY Handmade Decoration, Collectible TAYTA",199000,"Đồ chơi lắp ghép Mô hình giấy 3D Lăng Bác - Bộ Lắp Ghép DIY Handmade Trang Trí, Sưu Tầm TAYTA","3D Paper Model of Ho Chi Minh Mausoleum - DIY Handmade Decoration, Collectible TAYTA",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/f820336e53df0b2e67af0865debef171
TAYTA Group,Tỉnh Tây Ninh,Mô hình giấy 3D xe tăng 390 húc Cổng Dinh Độc Lập - Bộ lắp ráp DIY Handmade lịch sử Việt Nam - TAYTA,3D Paper Model of Tank 390 Ramming the Independence Palace Gate - DIY Handmade Vietnamese History Assembly Kit - TAYTA,90000,Mô hình giấy 3D xe tăng 390 húc Cổng Dinh Độc Lập - Bộ lắp ráp DIY Handmade lịch sử Việt Nam - TAYTA,3D Paper Model of Tank 390 Ramming the Independence Palace Gate - DIY Handmade Vietnamese History Assembly Kit - TAYTA,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/9711f6513fa510be9595f89d0d54932e
TAYTA Group,Tỉnh Tây Ninh,Thiệp 3D Tháp Rùa Hà Nội Món Quà Lưu Niệm Ấn Tượng,"3D Greeting Card of Turtle Tower, Hanoi - Impressive Souvenir Gift",210000,Thiệp 3D Tháp Rùa Hà Nội Món Quà Lưu Niệm Ấn Tượng,"3D Greeting Card of Turtle Tower, Hanoi - Impressive Souvenir Gift",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/1885338c13db430c932cb40d80282683
TAYTA Group,Tỉnh Tây Ninh,Mô hình giấy 3D Bến Nhà Rồng tự lắp ghép - Bộ Lắp Ráp DIY Handmade Quà Lưu Niệm TAYTA,3D Paper Model of Nha Rong Wharf - DIY Handmade Souvenir Kit TAYTA,210000,Mô hình giấy 3D Bến Nhà Rồng tự lắp ghép - Bộ Lắp Ráp DIY Handmade Quà Lưu Niệm TAYTA,3D Paper Model of Nha Rong Wharf - DIY Handmade Souvenir Kit TAYTA,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/7ae163fab81b8706928083d2d8bea55f
TAYTA Group,Tỉnh Tây Ninh,Thiệp 3D Pop Up Hà Nội Phố Cổ Quán Xá Handmade Quà Lưu Niệm - TAYTA,"3D Pop-Up Greeting Card of Hanoi Old Quarter, Restaurants, Souvenir Gift - TAYTA",114000,Thiệp 3D Pop Up Hà Nội Phố Cổ Quán Xá Handmade Quà Lưu Niệm - TAYTA,"3D Pop-Up Greeting Card of Hanoi Old Quarter, Restaurants, Souvenir Gift - TAYTA",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/e3b5372189d9bff2be8e2e1a90901e64
TAYTA Group,Tỉnh Tây Ninh,Lồng Đèn Hoa Sen Nhựa Trang Trí Phật Đản Mới Nhất - TAYTA NHIỀU MẪU,Latest Plastic Lotus Flower Lanterns for Buddha's Birthday Decoration - TAYTA MANY DESIGNS,105000,Lồng Đèn Hoa Sen Nhựa Trang Trí Phật Đản Mới Nhất - TAYTA NHIỀU MẪU,Latest Plastic Lotus Flower Lanterns for Buddha's Birthday Decoration - TAYTA MANY DESIGNS,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7lph9fw7pfn4b
TAYTA Group,Tỉnh Tây Ninh,Lồng Đèn Gỗ Hoa Sen hình Đức Phật trang trí Phật Đản mẫu mới nhất - TAYTA,Latest Wooden Lotus Flower Lanterns with Buddha image for Buddha's Birthday Decoration - TAYTA,125000,Lồng Đèn Gỗ Hoa Sen hình Đức Phật trang trí Phật Đản mẫu mới nhất - TAYTA,Latest Wooden Lotus Flower Lanterns with Buddha image for Buddha's Birthday Decoration - TAYTA,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/a20cb3bcf4650f51f68e5d8f772bf14f
Ailaikit-Dụng Cụ Võ Thuật,Thành phố Hồ Chí Minh,Ván Gỗ Công Phá Võ Thuật Taekwondo – Vovinam – Kickboxing | Khắc Laser Định Hướng Sớ Gỗ | Ailaikit,"Handmade Wooden Boards for Taekwondo, Vovinam, and Kickboxing Martial Arts | Laser Engraved Wood Grain | Ailaikit",19500,Ván Gỗ Công Phá Võ Thuật Taekwondo – Vovinam – Kickboxing | Khắc Laser Định Hướng Sớ Gỗ | Ailaikit,"Handmade Wooden Boards for Taekwondo, Vovinam, and Kickboxing Martial Arts | Laser Engraved Wood Grain | Ailaikit",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-ml5r7ll611j4a9
Quà tặng VoVi PlasticFree,Thành phố Hà Nội,"Hộp quà nến thơm, sáp thơm handmade TẶNG THIỆP POSTCARD xinh xắn sinh nhật bạn bè, tặng bạn gái, người yêu QT01","Handmade scented candle gift box with beautiful postcard for friends' birthdays, girlfriends, and lovers QT01",69000,"Hộp quà nến thơm, sáp thơm handmade TẶNG THIỆP POSTCARD xinh xắn sinh nhật bạn bè, tặng bạn gái, người yêu QT01","Handmade scented candle gift box with beautiful postcard for friends' birthdays, girlfriends, and lovers QT01",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134201-7qukw-lepka93koiib2c
Silver_mit0107,Thành phố Hà Nội,Móc khoá gỗ handmade cao cấp. Móc khoá chó mèo heo vẹt capypara ngựa sao biển. Quà tặng bạn bè người thân. diyq,"High-end handmade wooden keychains. Keychains of dogs, cats, pigs, parrots, capypara, horses, and starfish. Gifts for friends and relatives. diyq",60000,Móc khoá gỗ handmade cao cấp. Móc khoá chó mèo heo vẹt capypara ngựa sao biển. Quà tặng bạn bè người thân. diyq,"High-end handmade wooden keychains. Keychains of dogs, cats, pigs, parrots, capypara, horses, and starfish. Gifts for friends and relatives. diyq",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfzoe5xucxsffb
Silver_mit0107,Thành phố Hà Nội,Tượng gỗ điêu khắc thủ công chú mèo đen trắng cam giáng sinh. Quà tặng bạn bè người thân,"Handcrafted wooden sculpture of a black, white, and orange Christmas cat. Gifts for friends and relatives",114999,Tượng gỗ điêu khắc thủ công chú mèo đen trắng cam giáng sinh. Quà tặng bạn bè người thân,"Handcrafted wooden sculpture of a black, white, and orange Christmas cat. Gifts for friends and relatives",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mke3859hwmpx59
Silver_mit0107,Thành phố Hà Nội,Đồ trang trí mèo con bằng gỗ điêu khắc thủ công. Decor phòng. Quà tặng thủ công handmade mèo đứng,Handcrafted wooden kitten decorations. Room decor. Handmade standing cat gift,54000,Đồ trang trí mèo con bằng gỗ điêu khắc thủ công. Decor phòng. Quà tặng thủ công handmade mèo đứng,Handcrafted wooden kitten decorations. Room decor. Handmade standing cat gift,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb2hrppu3zrr86
Silver_mit0107,Thành phố Hà Nội,Đồ trang trí mèo con bằng gỗ cute. Móc khoá điêu khắc mèo cam bằng gỗ tự nhiên. Đồ trang trí,Cute wooden kitten decorations. Orange cat keychain made of natural wood. Decorations,72519,Đồ trang trí mèo con bằng gỗ cute. Móc khoá điêu khắc mèo cam bằng gỗ tự nhiên. Đồ trang trí,Cute wooden kitten decorations. Orange cat keychain made of natural wood. Decorations,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mc7b3ivc2f022c
Silver_mit0107,Thành phố Hà Nội,"Hộp nhạc gỗ tay quay harry potter và con cú. Hộp nhạc gỗ quà tặng bạn bè người thân Ron, Hermione, gryffindor","Wooden music box with hand crank featuring Harry Potter and the owl. Wooden music box gift for friends and relatives: Ron, Hermione, Gryffindor",75000,"Hộp nhạc gỗ tay quay harry potter và con cú. Hộp nhạc gỗ quà tặng bạn bè người thân Ron, Hermione, gryffindor","Wooden music box with hand crank featuring Harry Potter and the owl. Wooden music box gift for friends and relatives: Ron, Hermione, Gryffindor",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgn3ms5hp4i6ae
Silver_mit0107,Thành phố Hà Nội,Đồ trang trí mèo con bằng gỗ cute. Móc khoá điêu khắc mèo con M76 bằng gỗ tự nhiên. Đồ trang trí,Cute wooden kitten decoration. M76 kitten carving keychain made of natural wood. Decoration,72999,Đồ trang trí mèo con bằng gỗ cute. Móc khoá điêu khắc mèo con M76 bằng gỗ tự nhiên. Đồ trang trí,Cute wooden kitten decoration. M76 kitten carving keychain made of natural wood. Decoration,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm4u6d7nhxqaa2
Silver_mit0107,Thành phố Hà Nội,"Điêu khắc gỗ thủ công zombie plant hoa hướng dương, đá, điêu khắc gỗ. handmade Quà tặng bạn bè người thân sẽ","Handcrafted wooden carvings: zombie plant, sunflower, stone, wood carving. Handmade gift for friends and relatives.",74000,"Điêu khắc gỗ thủ công zombie plant hoa hướng dương, đá, điêu khắc gỗ. handmade Quà tặng bạn bè người thân sẽ","Handcrafted wooden carvings: zombie plant, sunflower, stone, wood carving. Handmade gift for friends and relatives.",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlx54yutsoht9b
Silver_mit0107,Thành phố Hà Nội,Đồ trang trí mèo con bằng gỗ điêu khắc thủ công. Decor phòng. Quà tặng thủ công handmade mèo ngồi,Handcrafted wooden kitten decoration. Room decor. Handmade gift: sitting cat.,53999,Đồ trang trí mèo con bằng gỗ điêu khắc thủ công. Decor phòng. Quà tặng thủ công handmade mèo ngồi,Handcrafted wooden kitten decoration. Room decor. Handmade gift: sitting cat.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m12synzc766zef
